package,name,composable,skippable,restartable,readonly,inline,isLambda,hasDefaults,defaultsGroup,groups,calls,
example.imageviewer.AndroidOnlyApp,AndroidOnlyApp,1,1,1,0,0,0,0,0,1,0,
